Project A,Project B,StarBased,AdjustedStarBased,StarTimeBased,ContributorBased,LanguageBased,BranchBased,ComplexityBased,SimilarityRating
nylas/nylas-mail,chartjs/Chart.js,1.6506263777622452,9.893651305188527,9.77198697068404,0.13181019332161686,0.0,50.0,10.540184453227932,C
nodejs/node,Semantic-Org/Semantic-UI,8.689007750245606,19.49546901787901,3.0307788944723617,0.6589785831960462,12.5,14.0625,62.855340974358256,C
nodejs/node,neovim/neovim,5.349741961095673,17.409053327821415,1.7215791035915702,0.5473881764153895,32.0,0.78125,35.738104317440545,D
nodejs/node,Dogfalo/materialize,7.6890376018211235,17.779116593207977,2.3898698056001426,0.4489795918367347,12.5,15.625,29.482592851652598,C
nodejs/node,driftyco/ionic,9.136181898379363,21.61225176708179,3.0213362404609874,0.5494505494505495,25.0,14.84375,81.87540296840582,C
nodejs/node,atom/atom,12.261815315259831,22.548131370328424,7.67453540934204,1.807527236711786,23.52941176470588,66.40625,64.48494862892021,C
nodejs/node,chartjs/Chart.js,5.662123506646475,21.293425298993863,7.36998514115899,0.3424124513618677,0.0,4.6875,8.450233800935205,A
Semantic-Org/Semantic-UI,neovim/neovim,4.198717948717948,10.830921868540718,1.4312977099236641,0.15779981965734896,10.526315789473683,5.555555555555555,50.13109004155998,D
Semantic-Org/Semantic-UI,Dogfalo/materialize,10.365989926251913,19.1203982623585,7.197346600331675,1.1242270938729624,100.0,90.0,62.90108212424424,A
Semantic-Org/Semantic-UI,driftyco/ionic,8.811471835040036,17.001009761023226,4.21698673529994,0.38661511798426873,60.0,94.73684210526315,68.10508542680819,D
Semantic-Org/Semantic-UI,atom/atom,7.210250111656989,15.815576781778104,1.9744483159117305,0.7594197254405608,50.0,21.176470588235293,45.632148660480546,C
Semantic-Org/Semantic-UI,chartjs/Chart.js,6.2826191833691505,18.12946908814782,4.642233856893543,0.31481897908702494,0.0,33.33333333333333,26.367899947889526,C
neovim/neovim,Dogfalo/materialize,3.5212986695959967,8.944811905746176,1.4442518775274409,0.1336898395721925,10.526315789473683,5.0,39.29692089084727,D
neovim/neovim,driftyco/ionic,3.4975951396506626,8.567589913187268,2.1712907117008444,0.1511258878645912,15.0,5.263157894736842,46.4473429709432,D
neovim/neovim,atom/atom,6.348913935455778,19.58970649028524,7.834344500131891,0.5642499733844352,20.0,1.1764705882352942,33.65339265357218,B
neovim/neovim,chartjs/Chart.js,2.8675932699341624,6.201354173258243,3.6734693877551026,0.19712756969867645,0.0,16.666666666666664,19.491525423728813,D
Dogfalo/materialize,driftyco/ionic,8.277203217537346,15.759003702457086,2.4134985049124307,0.3175863437872171,60.0,95.0,35.90994429200947,D
Dogfalo/materialize,atom/atom,6.667512261119566,15.001426895392713,1.6698372437116888,0.5899990327884708,50.0,23.52941176470588,48.32993152140287,C
Dogfalo/materialize,chartjs/Chart.js,5.382663283023907,15.300892235651459,4.1356492969396195,0.57958091841284,0.0,30.0,27.6,C
driftyco/ionic,atom/atom,7.135086523259019,16.556714910804445,2.9274242732262654,0.6262545162585307,57.14285714285714,22.35294117647059,65.39159549903216,C
driftyco/ionic,chartjs/Chart.js,4.464285714285714,12.307789660191103,3.6503856041131106,0.5903723887375113,0.0,31.57894736842105,12.359550561797752,C
atom/atom,chartjs/Chart.js,4.526038670083861,16.42726064671265,6.779661016949152,0.5311238580837051,0.0,7.0588235294117645,10.472576750603658,C
